"","CNSL_probe_0","CNSL_probe_1","CNSL_probe_2","CNSL_probe_3","CNSL_probe_4","CNSL_probe_5","CNSL_probe_6","CNSL_probe_7","CNSL_probe_8","CNSL_probe_9","CNSL_probe_10","CNSL_probe_11","CNSL_probe_12","CNSL_probe_13","CNSL_probe_14","CNSL_probe_15","CNSL_probe_16","CNSL_probe_17","CNSL_probe_18","CNSL_probe_19","CNSL_probe_20","CNSL_probe_21","CNSL_probe_22","CNSL_probe_23","CNSL_probe_24","CNSL_probe_25","CNSL_probe_26","CNSL_probe_27","CNSL_probe_28","CNSL_probe_29","CNSL_probe_30","CNSL_probe_31","CNSL_probe_32","CNSL_probe_33","CNSL_probe_34","CNSL_probe_35","CNSL_probe_36","CNSL_probe_37","CNSL_probe_38","CNSL_probe_39","CNSL_probe_40","CNSL_probe_41","CNSL_probe_42","CNSL_probe_43","CNSL_probe_44","CNSL_probe_45","CNSL_probe_46"
"1925",1.5,1.25,1.75,1.75,1.75,1.75,1.25,1.25,1,1,1,1.25,1.25,1.25,1.25,1,1.25,1.25,1.5,1.75,2,2,1.75,1.75,1.25,1.25,1.5,1.25,1.25,1.5,1.25,1.5,1.5,1.25,1.25,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1.25,1.5
"1926",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1927",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"1928",2.75,3,2.5,2.25,2.25,2,2.25,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.5,2.25,2.25,2.25,2.25,2.5,2.5,2.75,3,3,2.75,2.75,2.5,2.25,2.25,2,2.25,2.25,2.25,2.25,2,2.25,2.25,2.5,2.75,2.5,2.75,2.75,2.5,2.5,2.25,2.25,2.5
"1929",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1930",2.25,2.25,2,2.25,2,2,2.25,2.25,2.25,2.25,2.25,2,2,2,2,2.25,2.25,2.25,2.5,2.25,2,2,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.5,2.75,3,2.75
"1931",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"1932",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1933",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1934",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5
"1935",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"1936",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"1937",2.75,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,2.75,2.75,2.5,2.5,2.5,2.5,2.75,2.25,2.5,2.25,2.25,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.5,2.5,2.5,2.5,2.75,2.75,3,2.75,2.75,2.75,2.75,3,3,2.75,2.5
"1938",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1939",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1940",2.25,2,1.75,1.75,1.75,1.75,2,2,2,2,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.5,2.25,2.25,2.5,2.5,2.5,2.5,2.25,2,2,2
"1941",3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1942",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1943",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1944",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1945",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1946",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1947",2,2,1.75,1.75,1.75,1.5,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"1948",1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1949",2.75,3,2.5,2.5,2.5,2.5,3,3,2.75,2.75,2.75,2.75,3,2.75,2.75,2.75,2.75,3,3,3,2.75,2.75,2.75,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,2.75,2.5,2.5,2.5
"1950",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1951",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1952",1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"1953",1.5,1.5,1.75,1.75,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.75,1.75,1.75,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.5,1.75,1.75,1.5,1.25,1,1,1
"1954",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"1955",2.5,2.25,2.25,2.25,2.5,2.75,3,3,2.75,2.75,2.75,2.5,2.75,2.75,2.5,2.75,2.75,2.75,2.75,2.75,2.75,2.5,2.75,2.5,2.5,2.75,2.5,2.75,2.5,2.5,2.5,2.5,2.75,2.5,2.5,2.25,2,2.25,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,2.75
"1956",2,1.75,1.75,1.75,1.75,2,2,2,1.75,1.75,1.75,1.75,2,2,1.75,1.75,1.75,1.75,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,1.75,1.75,1.5,1.5,1.5,1.5,1.5,1.25
"1957",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1958",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1959",2.25,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.5,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.5,2.5,2.25,2.5,2,2,2.25,2.25,2.5,2.5,2.25,2,2.25,2.25,2.25,2.25,2,2,2,2,2.25,2.5,2.75,2.75,2.5,2.25,2,2.25,2.25,2.25,2.5
"1960",2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.5,1.5,1.5,1.75,2.25,2.25,2.25,2
"1961",2.5,2.5,2.25,2.5,2.25,2.5,2.75,2.5,2.5,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.25,2.5,2.75,3,2.75,2.5,2.25,2,2,2.25,2.5,2.5,2.75,2.75,2.75,3,2.75,2.5,2.25,2.25,2.25,2.5,2.75,2.75,2.5,2.5,2.25,2.25
"1962",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1963",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1964",2,2,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.5,2.75,3,2.75,2.5,2.25
"1965",2.75,2.75,2.25,2.25,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"1966",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"1967",3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,2.75,2.75,2.75,2.75,3,2.75,2.5,2.25,2,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.5,2.5,2.5,2.25,2.25,2.5,2.5,2.75,2.75,2.75,2.5,2.5,2.5,2.5,2.25,2,2.25,2
"1968",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"1969",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1970",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75
"1971",3,3,2.5,2.5,2.25,2.25,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75
"1972",2.5,2.5,2.25,2.25,2.5,2.5,3,3,2.75,2.75,2.5,2.5,2.75,2.75,3,3,3,3,3,3,2.75,2.75,2.75,2.5,2.5,2.5,2.5,2.75,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3
"1973",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1974",3,3,2.5,2.5,2.5,2.5,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,2.75,2.5,2.5,2.25,2.5,2.75,2.75,3,3,3,2.75,2.75,2.75,2.75,3,3,2.75,2.75,2.75,2.75,3,2.75,2.75,2.75
"1975",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2.25,2.5,2.5,2.75,2.5,2.25,2.5
"1976",2.75,2.75,2.5,2.5,2.5,2.5,3,2.75,2.5,2.5,2.25,2.25,2.25,2,2,2,2.25,2.25,2.25,2.25,2.25,2.25,2.5,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,3,3,2.75,2.75,2.5,2.5,2.75,2.75,3,3,3,2.75,2.75,2.5
"1977",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"1978",2.5,2.75,2.75,2.5,2.25,2,2.25,2.5,2.75,2.75,2.5,2.25,2,2,2,2,2.25,2.25,2.25,2.5,2.25,2.25,2.25,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2.25,2.25,2.5,2.75,2.75,3,3,2.75,2.5,2.25,2.25,2.25,2.25,2.25
"1979",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1980",2.75,2.75,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"1981",2.5,2.5,2.5,2.75,2.5,2.5,2.5,2.5,2.75,2.75,2.5,2.25,2,2,2,2.25,2.25,2.25,2.25,2,1.75,1.75,1.75,1.75,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2.25,2.25,2.5,2.75,2.5,2.5,2.25,2.25,2.25,2.5,2.75,2.5,2.5
"1982",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2,2,1.75,1.75
"1983",2.25,2.5,2.25,2.25,2.25,2.25,2.75,2.75,3,2.75,2.5,2.25,2,2.25,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,2.5,2.5,2.25,2,2,2.25,2.25,2.25,2.5,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2,2.25,2.5,2.5,2.5,2.25,2,2,2
"1984",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"1985",1.5,1.5,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.75,1.5,1.75,1.5,1.25,1.25,1,1,1,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,1,1,1.25,1.5,1.75,1.75,1.5,1.25,1.25,1.25,1.25,1.25,1,1,1,1,1.25,1.25
"1986",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1987",1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1988",2,2,2,2,2,1.75,1.75,1.75,1.5,1.75,1.75,1.75,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"1989",1,1,1.5,1.75,2,2,1.75,1.75,1.5,1.5,1.5,1.5,1.75,2,2,1.75,1.5,1.5,1.5,1.5,2,1.75,1.5,1.75,1.5,1.5,1.5,1.25,1,1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.25,1.5,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75
"1990",2.25,2.25,2.5,2.5,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"1991",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.5,1.75,1.5,1.25,1.5,1.5,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.5,1.5,1.75,1.75,2,2
"1992",2.75,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75
"1993",1.75,1.5,1.25,1.25,1.5,1.75,2,2,1.75,1.75,1.75,1.75,2,2,1.75,1.75,1.75,1.75,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"1994",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1995",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1996",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1997",2,2.25,2.5,2.5,2.75,2.75,2.5,2.5,2.25,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"1998",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1999",3,3,3,3,2.75,2.5,2.5,2.5,2.5,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"2000",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"2001",1.25,1.25,1.25,1.25,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2002",2,2,1.75,1.75,2,2,2.25,2.25,2,2.25,2.25,2.25,2.25,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2.25,2.5,2.75,2.75,2.5,2.25,2,2,2,2,2,2,2,2,2,2.25,2.5,2.5,2.25,2,1.75,2
"2003",1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2004",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"2005",2.5,2.5,2.5,2.25,2.25,2.25,2,2.25,2.25,2.5,2.5,2.5,2.5,2.25,2.25,2.25,2.5,2.5,2.75,2.5,2.25,2.5,2.25,2.25,2.5,2.25,2.25,2.25,2,2.25,2.5,2.5,2.75,2.5,2.25,2.5,2.5,2.5,2.75,2.5,2.25,2.25,2.25,2.5,2.75,3,2.75
"2006",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2007",1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2008",3,3,3,3,2.75,2.75,2.5,2.5,2.75,2.75,3,3,3,2.75,2.75,2.5,2.5,2.75,2.75,3,2.75,2.75,2.75,2.5,2.75,2.75,2.75,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3
"2009",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"2011",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"2012",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"2013",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"2014",1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2015",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2016",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2017",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2018",1.5,1.5,1.5,1.5,1.25,1.25,1,1.25,1.5,1.5,1.75,1.5,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.5,1.25,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.5,1.25,1.5,1.5,1.25,1.25,1
"2019",3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,2.75,2.5,2.5,2.25,2.5,2.75,2.75,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75
"2020",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2021",1.75,1.75,2,2,2.25,2.25,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"2022",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.5,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.5,1.25,1,1,1.25,1.25,1.25,1.25
"2023",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2024",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"2025",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"2026",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"2027",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,2.75,2.75,2.75,2.5,2.75,2.75,2.75,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"2028",1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2029",2.75,2.75,3,3,3,2.75,2.75,2.75,2.75,3,2.75,2.75,2.75,2.75,3,2.75,2.75,2.75,2.75,3,2.75,2.75,2.75,2.75,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,2.75,2.5,2.25,2.25,2.25
"2030",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"2031",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5
"2032",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
